text,emotion
ধন্যবাদ ইমরান স্যারকে এবং বাংলাদেশ পুলিশ বাহিনীকে।যে জার জাইগা থেকে আন্তরিক ভাবে কাজ করেছেন।,joy
"তুমি এক মহা পাগল, কিছু লিখে মহা ঘেয়োকুত্তার মতন। আচরন করছো।",angry
"বাবা পাশে নাই তাই এতটুকু বাচছা ছেরে দিয়ে অবস্যই ওর মা অন্য কোথাও মাসতি করতে ব্যস্ত ছিল,তা না হলে কি করে এত টুকু বাচছা হাত থেকে ছেড়ে দেয়।",angry
যাহারা ছেলে টি কে আইনের আওতায় দিয়েছন আপনাদের -ধণ্যবাদ ।,joy
"প্রথমে পুলিশকে ধন্যবাদ দিয়ে ছোট করবনা। কারণ এই রকম মহানুভবতার পরিচয় যেকেউ দিতে পারেনা। যাই হোক, দ্বিতীয়ত বিশেষ ভাবে অনুরোধ করব বাচ্চার মাকে পাছায় দুইটা কষে লাথি মারেন যাতে অন্য মায়েরাও বাচ্চাদের আর বেখেয়াল না করে।",disgust
পুলিশ প্রশাসন ভাল অনেক কিছু করতে পারে। কিন্তু করে না। আজ তারা সৎ থাকলে আমাদের দেশটা হয়তো আরও সুন্দর হত।,joy
এটা ঠিক পুলিশ একটা ভাল কাজ করেছে তবে হাজারো ভাল কাজ না করে বেরায় যেমন নোংরামি করলো নারসদের সাথে তারপরও বলা যায় না পুলিশরা এতটুকু ভাল ওকে ভাইয়া।,joy
"পহেলা বৈশাখে ; ১ থালা পান্তা ইলিশ খেয়ে হাজার টাকা নষ্ট না করে, তাদের হাতে কিছু টাকা দিন যাতে ওরা আরো কিছু দিন বেচেঁ থাকতে পারে ।",sad
"ছেলে গেলে ছেলে পাবে,,,বৈশাখের আনন্দ গেলে পাওয়া এটা আর পাওয়া যাবে না,,,,,,এরা মেলাতে আসে পরপুরুষের সাথে মজা নিতে,,,,",disgust
ভাল কাজের পুরস্কার আর খারাপ কাজের তিরস্কারের সাংস্কৃতি চালু করতে হবে। আমরা ভুলে গেলে চলবেনা পুলিশ ও আমাদেরি মত রক্তেমাংসে গড়া মানুষ।,sad
"পুলিশ তো আমাদের সনতান। আলাদা করে দেখার কি অাছে? ধণ্যবাদ,খবরও। ছবি দেওয়াতে।",joy
"তার মায়ের পাছায় একটা লাতি মারেন, এত ছুট বাচ্ছা নিয়ে মেলায় গেছে কেন আর গিয়ে কোথায় কার সাথে আড্ডা মারছিল যে তার বাচ্ছা হারিয়ে যাচ্ছে খবর থাকেনা তাই",disgust
"ইমরান ভাই, এবং পুলিশ বাহনীকে ধন্যবাদ জানাই, আর ধিককার জানাই ঔ মাকে যার কাছথেকে সন্তান হারিয়ে যায়",disgust
